IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.199.220,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.166.131,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.209.14,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.210.57,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
47.243.139.85,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.4.122,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.174.142,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
47.76.159.146,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.237.14.220,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
47.243.70.186,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.76.204.76,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.210.203.7,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.76.159.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.243.67.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.243.18.199,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.243.255.224,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.174.206,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.144.208,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.158.158,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.174.156,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.204.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.243.42.155,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.52.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.99.169,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
47.242.119.104,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.40.37,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
8.218.48.92,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.243.51.171,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.142.191,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.10.100,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.218.74.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.193.202,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.145.85,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
47.243.51.171,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.76.146.1,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.217.50.252,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.237.81.112,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
47.76.77.103,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.117.198,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
47.243.26.83,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.189.92,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.240.160,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.100.23,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.210.244.38,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.104.37,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
8.222.244.192,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
47.237.94.140,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
47.242.119.104,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.238.35.50,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.76.178.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.243.60.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.198.139,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.53.110,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.93.5,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.205.188,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
47.238.6.102,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.214.139,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.81.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.70.186,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.107.135,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
8.217.149.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.170.225,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.158.158,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.210.57,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.169.141,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.65.171,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.212.41.98,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.144.208,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.107.135,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.52.115,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.173.78,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.192.24,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.189.102,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.178.146,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.233.67,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.172.71,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.11.90,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.63.130,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.237.10.1,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.18.132,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.237.95.140,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.114.201,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
47.237.82.15,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.222.57,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.80.110,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.159.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.107.135,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
47.237.8.82,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.117.198,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.97.50,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.77.103,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.65.171,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.222.214.231,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.2.181,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.237.0.31,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.189.143,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.126.53,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.67.133,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
47.243.169.63,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.202.91,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.167.231,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.85.128,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.100.23,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.203.101,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.175.109,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.87.246,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
47.243.243.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.242.59.216,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.142.191,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
47.57.233.126,80,80,false,SJC,North America,San Jose,35,0.00
47.76.189.102,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.173.187,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.212.41.98,8080,8080,false,SJC,North America,San Jose,35,0.00
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.194.170,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.225.255,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.114.201,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.200.145,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.237.95.156,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
47.243.26.83,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.242.42.153,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.242.42.153,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.48.92,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.65.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.237.81.112,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.84.214,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.169.63,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.0.162,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
8.210.3.24,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.203.7,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.237.8.82,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.242.171.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.222.249.190,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.220.88,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.49.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.222.98,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
47.242.119.104,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.238.6.58,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.74.119,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.111.175,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.238.40.58,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.90.180,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.225.255,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.203.101,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.217.159.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.53.110,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.139.13,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.242.7.162,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.227.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.225.255,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.212.107.200,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.37.57,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.33.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.234.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.1.163,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.199.220,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.229.190,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.203.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.227.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.83.201,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
47.242.174.27,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.237.14.220,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.206.150,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.21.65,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.54.157,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.178.146,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.227.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.119.104,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.255.224,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.245.118.70,2087,2087,true,SIN,Asia Pacific,Singapore,36,0.00
47.242.42.153,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.54.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.189.102,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.18.199,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.5.154,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.1.163,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.171.94,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.114.201,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.26.83,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.170.232,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
8.217.159.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.222.36,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.83.71,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
47.242.17.250,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.217.147.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.229.190,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
8.222.215.228,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.29.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.210.64,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.227.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.53.110,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.91.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.181.189,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.176.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.203.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.27.217,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.178.146,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.42.219,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.139.85,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.200.145,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
8.217.147.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.17.250,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.42.155,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.165.117,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.119.104,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.234.9,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.98.75,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.87.246,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.75.152,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
8.217.154.218,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.176.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.237.131,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
8.219.237.250,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
8.219.198.139,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.76.49.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.210.57,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
47.238.5.0,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.60.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.176.237,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.248.220,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.83.71,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
8.219.50.180,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.18.235,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.139.85,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.118.216,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
8.219.220.88,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.67.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.203.119,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.146.249,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
47.238.43.79,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.107.148,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.203.7,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.145.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.67.28,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.149.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.203.101,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.173.187,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.83.239,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
8.219.147.58,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.234.9,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.154.218,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.223.2.222,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.244.38,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.235.164,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
8.222.244.192,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.156.6,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.27.217,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.175.109,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.5.154,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.238.43.79,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.65.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.180.51,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
8.212.41.98,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
47.76.225.255,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.191.110,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
8.217.250.5,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.57.245.232,80,80,false,SJC,North America,San Jose,37,0.00
47.243.90.180,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.227.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.200.145,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.201.73,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.175.109,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.227.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.10.100,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.203.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.80.110,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.104.11,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.34.188,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.223.3.253,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.27.217,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.181.189,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.42.219,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.206.150,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.39.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.203.7,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.237.11.182,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
8.222.208.38,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.76.98.98,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.59.216,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.39.96,2053,2053,true,HKG,Asia Pacific,Hong Kong,37,0.00
47.245.86.230,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.42.219,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.42.155,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.202.91,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
47.76.213.245,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.67.133,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.174.27,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.59.216,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.222.36,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.237.90,8880,8880,false,SIN,Asia Pacific,Singapore,38,0.00
8.219.111.147,8880,8880,false,SIN,Asia Pacific,Singapore,38,0.00
47.242.234.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.136.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.77.141,80,80,false,SJC,North America,San Jose,38,0.00
8.218.126.53,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.238.5.0,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.80.72,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.120.87,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
47.243.42.155,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.65.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.237.95.146,8880,8880,false,SIN,Asia Pacific,Singapore,38,0.00
47.242.36.78,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.222.180.86,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
47.76.146.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.169.63,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.178.79,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.67.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.174.27,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.222.36,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.164.215,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
47.236.165.25,8880,8880,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.85.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.66.190,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.238.0.114,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.98.75,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.250.5,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.107.109,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.123.243,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.43.82,8080,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.255.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.79.71,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.207.60,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.42.153,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.203.7,2053,2053,true,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.18.235,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.146.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.173.78,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.237.83.20,2052,2052,false,SIN,Asia Pacific,Singapore,38,0.00
47.243.243.14,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.222.215.228,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
8.217.121.207,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.204.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.207.169,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.107.109,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.214.139,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.85.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.212.116.106,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.238.5.0,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.238.6.102,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.90.180,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.89.245,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.18.235,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.159.210,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
